Herb_id,Chinese_name,Pinyin_name,Latin_name,English_name,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Function_Chinese,Function_English,UsePart,TCMID_id,TCM-ID_id,TCMSP_id,Link_herb_id,Alias,HERBDB_ID,Suppress
423,西洋参,Xiyangshen,"Panacis Quinquefolii Radix,Radix Pacis Quinquefolii",American Ginseng,"甘,微苦,凉","Sweet,Slightly Bitter,Cool","心,肺,肾","Heart,Lung,Kidney",补气药,Qi Reinforcing Drugs,root,4363,747,423,,,HERB005900,0
424,豨莶草,Xixiancao,Siegesbeckiae Herba,Siegesbeckiae Herba,"辛,苦,寒","Pungent,Bitter,Cold","肝,肾","Liver,Kidney",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,,,,424,,,HERB005889,0
425,细辛,Xixin,"Herba Asari,Asari Radix Et Rhizoma",all-grass Manchurian wildginger,"辛,温","Pungent,Warm","心,肺,肾","Heart,Lung,Kidney",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,whole herb,7857,746,425,,,HERB005894,0
426,夏枯草,Xiakucao,"Prunellae Spica,Spica Prunellae",fruit -spike of Common Selfheal,"辛,苦,寒","Pungent,Bitter,Cold","肝,胆","Liver,Gallbladder",清热泻火药,Fire Purging Drugs,spike,766,748,426,,,HERB005940,0
427,夏天无,Xiatianwu,"Corydalis Decumbentis Rhizoma,Rhizoma Corydalis Decumbentis",Decumbent Corydalis Rhizome,"苦,微辛,温","Bitter,Slightly Pungent,Warm",肝,Liver,祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,tuber,5113,1063,427,,,HERB005945,0
428,仙鹤草,Xianhecao,"Agrimoniae Herba,Herba Agrimoniae",all - grss of Hairyvein Agrimonia,"苦,涩,平","Bitter,Astringent,Calm","心,肝","Heart,Liver",收敛止血药,Astringent Hemostatic Medicinal,aerial parts,8005,750,428,,,HERB005977,0
429,仙茅,Xianmao,"Curculiginis Rhizoma,Rhizoma Curculiginis",rhizome of Common Curculigo,"辛,热,有毒","Pungent,Hot,Toxic","肾,肝,脾","Kidney,Liver,Spleen",补阳药,Yang Reinforcing Drugs,rhizome,4856,752,429,,,HERB005988,0
430,仙桃草,Xiantaocao,,Veronicae Peregrie Herba,"甘,微辛,平","Sweet,Slightly Pungent,Calm","肝,胃,肺","Liver,Stomach,Lung",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,430,,,HERB005995,0
431,相思子,Xiangsizi,,Abrus Precatorius L.,"苦,辛,平,大毒","Bitter,Pungent,Calm,Extremely Poisonous",,,清热解毒药,Antipyretic Detoxicate Drugs,ripe seed,5581,,431,,,HERB006048,0
432,香附,Xiangfu,"Rhizoma Cyperi,Cyperi Rhizoma",rhizome of Nutgrass Galingale,"辛,微苦,微甘,平","Pungent,Slightly Bitter,Slightly Sweet,Calm","肝,脾,三焦","Liver,Spleen,Triple Energizers",理气药,Qi Regulating Drugs,rhizome,6317,755,432,,,HERB006019|HERB006068,0
433,香加皮,Xiangjiapi,Periplocae Cortex,Cortex Periplocae Radicis,"辛,苦,温,有毒","Pungent,Bitter,Warm,Toxic","肝,肾,心","Liver,Kidney,Heart",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,433,,,HERB006026,0
434,香茅,Xiangmao,,Cymbopon Citratus(D C.) Stapf,"甘,辛,温","Sweet,Pungent,Warm",,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,434,,,HERB000716|HERB006033,0
435,香薷,Xiangru,"Herba Elsholtziae,Moslae Herba",all-grass of Haichow Elsholtzia,"辛,微温","Pungent,Slightly Warm","肺,胃","Lung,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,aerial parts,7699,758,435,,,HERB006045,0
436,香橼,Xiangyuan,Citri Fructus,Citri Fructus,"辛,苦,酸,温","Pungent,Bitter,Sour,Warm","肝,脾,肺","Liver,Spleen,Lung",理气药,Qi Regulating Drugs,,,,436,,,HERB006055|HERB006061,0
437,小茴香,Xiaohuixiang,"Foeniculi Fructus,Fructus Foeniculi",fennel fruit,"辛,温","Pungent,Warm","肝,肾,脾,胃","Liver,Kidney,Spleen,Stomach",温里药,Warming Interior Drugs,,5007,763,437,,,HERB006121,0
438,小蓟,Xiaoji,"Cirsii Herba,Herba Cirsii;Herba Cirsii Segeti",Field Thistle Herb,"甘,苦,凉","Sweet,Bitter,Cool","心,肝","Heart,Liver",凉血止血药,Blood-Cooling Hemostatic Medicinal,whole herb or root,2616,764,438,,,HERB006122,0
439,小通草,Xiaotongcao,"Medulla Stachyuri Medulla Helwingiae,Stachyuri Medulla
Helwingiae Medulla",Stachyurus or Japanese Helwingia Pith,"甘,淡,寒","Sweet,Tasteless,Cold","肺,胃","Lung,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,,4744,1067,439,,,HERB006151,0
440,薤白,Xiebai,"Bulbus Allii Macrostemi,Allii Macrostemonis Bulbus",bulb of longstamen onion,"辛,苦,温","Pungent,Bitter,Warm","心,肺,胃,大肠","Heart,Lung,Stomach,Large Intestine",理气药,Qi Regulating Drugs,bulb,6167,770,440,,,HERB006191,0
441,辛夷,Xinyi,Magnoliae Flos,Magnoliae Flos,"辛,温","Pungent,Warm","肺,胃","Lung,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,,,,441,,,HERB006228,0
442,徐长卿,Xuchangqing,"Cynanchi Paniculati Radix 
Et Rhizoma,Radix Cynchi Paniculati",Paniculate Swallowwort Root,"辛,温","Pungent,Warm","肝,胃","Liver,Stomach",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,root,6158,775,442,,,HERB006258,0
443,续断,Xuduan,"Dipsaci Radix,Radix Dipsaci",Himalayan Teasel Root,"苦,辛,微温","Bitter,Pungent,Slightly Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,root,3782,776,443,,,HERB006259,0
444,萱草根,Xuancaogen,,Hemerocallis Radix,"甘,凉,有毒","Sweet,Cool,Toxic","脾,肝,膀胱","Spleen,Liver,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,root,2467,,444,,,HERB006265,0
445,玄参,Xuanshen,"Radix Scrophulariae,Scrophulariae Radix",Figwort Root,"甘,苦,咸,微寒","Sweet,Bitter,Salty,Slightly Cold","肺,胃,肾","Lung,Stomach,Kidney",清热凉血药,Heat Clearing Blood Cooling Drugs,root,6668,782,445,,,HERB006280,0
446,旋覆花,Xuanfuhua,"Flos Inulae,Inulae Flos",Inula Flower,"苦,辛,咸,微温","Bitter,Pungent,Salty,Slightly Warm","肺,脾,胃,大肠","Lung,Spleen,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,,6019,777,446,,,HERB006269,0
447,寻骨风,Xungufeng,,Rhizoma Seu Herba Aristolochiae Mollissimae,"辛,苦,平","Pungent,Bitter,Calm",肝,Liver,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,,,,447,,,HERB006307,0
448,鸦胆子,Yadanzi,"Bruceae Fructus,Fructus Bruceae",Java Brucea Fruit,"苦,寒,有小毒","Bitter,Cold,Slightly Toxic","大肠,肝","Large Intestine,Liver",清热解毒药,Antipyretic Detoxicate Drugs,fruit,7382,1072,448,,,HERB006310,0
449,鸭跖草,Yazhicao,"Herba Commelie,Commelinae Herba",all-grass of Common Dayflower,"甘,淡,寒","Sweet,Tasteless,Cold","肺,胃,小肠","Lung,Stomach,Small Intestine",清热泻火药,Fire Purging Drugs,,5991,784,449,,,HERB006335|HERB006336,0
450,亚麻子,Yamazi,"Lini Semen,Semen Lini",Linseed,"甘,平","Sweet,Calm","肺,肝,大肠","Lung,Liver,Large Intestine",润下药,Laxatives,seed,5757,1074,450,,,HERB006326,0
451,延胡索,Yanhusuo,"Rhizoma Corydalis,Corydalis Rhizoma",Corydalis tuber,"温,辛,苦","Warm,Pungent,Bitter","脾,肝,心","Spleen,Liver,Heart",理气药,Qi Regulating Drugs,rhizome,8069,786,451,,延胡索（元胡）,HERB006353,0
452,洋金花,Yangjinhua,"Flos Daturae,Daturae Flos",Datura Flower,"辛,温,有毒","Pungent,Warm,Toxic","肺,肝","Lung,Liver",止咳平喘药,Antitussive Antiasthmetics,"seed ,  abdomen, wind-damp impediment pain, knocks and falls, epilepsy, chronic fright wind, anesthesia",6355,1077,452,,,HERB006387,0
453,野菊花,Yejuhua,"Chrysanthemi Indici Flos,Flos Chrysanthemi Indici",Wild Chrysanthemum Flower,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","肝,心","Liver,Heart",清热解毒药,Antipyretic Detoxicate Drugs,flower-head,336,796,453,,,HERB006471,0
454,一枝黄花,Yizhihuanghua,Solidaginis Herba,Solidaginis Herba,"辛,苦,凉","Pungent,Bitter,Cool","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,,,,454,,,HERB006571,0
455,伊贝母,Yibeimu,"Fritillariae Pallidiflorae Bulbus,Buibus Fritillariae Pallidiflorae",Sinkiang Fritillary Bulb,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,bulb,4128,952,455,,,HERB006508,0
456,益母草,Yimucao,"Herba Leonuri,Leonuri Herba",motherwort,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","肝,心包,膀胱","Liver,Pericardium,Bladder",活血祛瘀药,Blood Activating Stasis Removing Drugs,aerial parts,5788,799,456,,,HERB005673|HERB006537,0
457,益智,Yizhi,Alpiniae Oxyphyllae Fructus,Alpiniae Oxyphyliae Fructus,"辛,温","Pungent,Warm","脾,肾","Spleen,Kidney",补阳药,Yang Reinforcing Drugs,,,,457,,,HERB006569,0
458,薏苡仁,Yiyiren,"Semen Coicis,Coicis Semen",seed of Jobstears,"甘,淡,凉","Sweet,Tasteless,Cool","脾,胃,肺","Spleen,Stomach,Lung",利水渗湿药,Diuretic Dampness Excreting Drugs,seed,4471,802,458,,,HERB006568,0
459,茵陈,Yinchen,"Artemisiae Scopariae Herba,Herba Artemisiae Scopariae",Virgate Wormwood Herb,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","脾,胃,肝,胆","Spleen,Stomach,Liver,Gallbladder",利水渗湿药,Diuretic Dampness Excreting Drugs,,3839,806,459,,,HERB006586,0
460,银柴胡,Yincha,"Stellariae Radix,Radix Stellariae",Starwort Root,"甘,微寒","Sweet,Slightly Cold","肝,胃","Liver,Stomach",清虚热药,Asthenic Heat Dispelling Drugs,root,2975,805,460,,,HERB006585,0
461,银杏叶,Yinxingye,Ginkgo Folium,Ginkgo Folium,"甘,苦,涩,平","Sweet,Bitter,Astringent,Calm","心,肺","Heart,Lung",止咳平喘药,Antitussive Antiasthmetics,,3197,,461,,,HERB006632|HERB006658,0
462,淫羊藿,Yinyanghuo,Epimedii Folium,Epimrdii Herba,"辛,甘,温","Pungent,Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,,,,462,,,HERB006633,0
463,罂粟壳,Yingsuqiao,"Pericarpium Papaveris,Papaveris Pericarpium",poppy capsule,"酸,涩,平,有毒","Sour,Astringent,Calm,Toxic","肺,大肠,肾","Lung,Large Intestine,Kidney",收涩药,Astringent Medicinal,capsule,5347,810,463,,,HERB006653,0
464,余甘子,Yuganzi,"Phyllanthi Fructus,Fructus Phyllanthi",Emblic Leafflower Fruit,"甘,酸,涩,凉","Sweet,Sour,Astringent,Cool","肺,胃","Lung,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,1626,812,464,,,HERB006714,0
465,鱼腥草,Yuxingcao,"Herba Houttuyniae,Houttuyniae Herba",all-grass of Heartleaf Houttuynia,"辛,微寒","Pungent,Slightly Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,aerial parts,7426,815,465,,,HERB006741,0
466,禹州漏芦,Yuzhouloulu,"Echinopsis Radix,Radix Echinopsis",Globethistle Root,"苦,寒","Bitter,Cold",胃,Stomach,拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,1874,1080,466,,,HERB006753,0
467,玉米须,Yumixu,Stigma Maydis,Corn stigma,"甘,淡,平","Sweet,Tasteless,Calm","肾,胃,肝,胆","Kidney,Stomach,Liver,Gallbladder",利水渗湿药,Diuretic Dampness Excreting Drugs,style and stigma,2335,956,467,,,HERB006733,0
468,玉竹,Yuzhu,"Polygonati Odorati Rhizoma,Rhizoma Polygoti Odorati",Fragrant Solomonseal Rhizome,"甘,微寒","Sweet,Slightly Cold","肺,胃","Lung,Stomach",补阴药,Yin-Tonifying Medicinal,rhizome,2224,816,468,,,HERB006754,0
469,郁金,Yujin,"Curcumae Radix,Radix Curcumae",Tuber - root of Common Turmeric,"辛,苦,寒","Pungent,Bitter,Cold","肝,心,肺","Liver,Heart,Lung",活血祛瘀药,Blood Activating Stasis Removing Drugs,tuberoid,8013,813,469,,,HERB006718,0
470,郁李仁,Yuliren,"Semen Pruni,Pruni Semen",Chinese Dwarf Cherry Seed,"辛,苦,甘,平","Pungent,Bitter,Sweet,Calm","脾,大肠,小肠","Spleen,Large Intestine,Small Intestine",润下药,Laxatives,ripe seed,5927,955,470,,,HERB006725,0
471,预知子,Yuzhizi,"Fructus Akebiae,Akebiae Fructus",Akebia Fruit,"苦,寒","Bitter,Cold","肝,胆,胃,膀胱","Liver,Gallbladder,Stomach,Bladder",理气药,Qi Regulating Drugs,seed,4334,1079,471,,,HERB006752,0
472,芫花,Yuanhua,"Genkwa Flos,Flos Genkwa",flower bud of Lilac Daphne,"苦,辛,温,有毒","Bitter,Pungent,Warm,Toxic","肺,脾,肾","Lung,Spleen,Kidney",通水药,Drastic Purgatives,bud,6222,819,472,,,HERB006773,0
473,芫荽,Yuansui,,Coriandri Sativi Herba,"辛,温","Pungent,Warm","肺,脾,肝","Lung,Spleen,Liver",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,,,,473,,,HERB006784,0
474,月季花,Yuejihua,"Flos Rosae Chinensis,Rosae Chinensis Flos",Chinese rose flower,"甘,温","Sweet,Warm",肝,Liver,活血祛瘀药,Blood Activating Stasis Removing Drugs,flower,1285,1081,474,,,HERB006811,0
475,云芝,Yunzhi,"Polysaccharidum Versicolor,Coriolus",Coriolus versicolor,"甘,平","Sweet,Calm","心,脾,肝,肾","Heart,Spleen,Liver,Kidney",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",,355,825,475,,,HERB006860,0
476,皂荚子,Zaojiazi,,Gleditsiae Sinensis Semen,"辛,温","Pungent,Warm","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,,,,476,,,HERB006890,0
477,皂角刺,Zhaojiaoci,"Spi Gleditsiae,Gleditsiae Spina",spine of Chinese Honeylocust,"辛,温","Pungent,Warm","肝,胃","Liver,Stomach",化痰药,Phlegresolving Medicine,,3210,830,477,,,HERB006891,0
478,泽兰,Zelan,"Lycopi Herba,Herba Lycopi",Hirsute Shiny Bugleweed Herb,"苦,辛,微温","Bitter,Pungent,Slightly Warm","肝,脾","Liver,Spleen",活血祛瘀药,Blood Activating Stasis Removing Drugs,aerial parts,1409,1082,478,,,HERB001773|HERB006901,0
479,泽漆,Zeqi,,Euphorbiae Helioscopiae Herba,"辛,苦,微寒,有毒","Pungent,Bitter,Slightly Cold,Toxic","肺,大肠,小肠","Lung,Large Intestine,Small Intestine",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,479,,,HERB006905,0
480,泽泻,Zexie,"Rhizoma Alismatis,Alismatis Rhizoma",rhizome of Oriental Waterplantain,"甘,淡,寒","Sweet,Tasteless,Cold","肾,膀胱","Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,tuber,3424,835,480,,,HERB006908,0
481,浙贝母,Zhebeimu,"Bulbus Fritillariae Thunbergii,Fritillariae Thunbergii Bulbus",bulb of Thunberg Fritillary,"苦,寒","Bitter,Cold","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,bulb,1846,178,481,,,HERB006950,0
482,知母,Zhimu,"Rhizoma Anemarrhee,Anemarrhenae Rhizoma",rhizome of Common Amarrhe,"苦,甘,寒","Bitter,Sweet,Cold","肺,胃,肾","Lung,Stomach,Kidney",清热泻火药,Fire Purging Drugs,rhizome,1170,862,482,,,HERB007023,0
483,栀子,Zhizi,"Fructus Gardeniae,Gardeniae Fructus",fruit of Cape Jasmine,"苦,寒","Bitter,Cold","心,肺,三焦","Heart,Lung,Triple Energizers",清热泻火药,Fire Purging Drugs,ripe fruit,2923,875,483,,焦栀子,HERB007046,0
484,枳椇子,Zhijuzi,,Hoveniae Dulcis Semen,"甘,平","Sweet,Calm",胃,Stomach,利水渗湿药,Diuretic Dampness Excreting Drugs,,,,484,,,HERB007002,0
485,枳壳,Zhiqiao,"Fructus Aurantii,Aurantii Fructus",fruit of Seville orange,"苦,辛,酸,微寒","Bitter,Pungent,Sour,Slightly Cold","脾,胃","Spleen,Stomach",理气药,Qi Regulating Drugs,unripe fruit,1602,865,485,,,HERB007004|HERB007026,0
486,枳实,Zhishi,"Fructus Aurantii Immaturus,Aurantii Fructus Immaturus",immature fruit of Seville orange,"苦,辛,酸,微寒","Bitter,Pungent,Sour,Slightly Cold","脾,胃","Spleen,Stomach",理气药,Qi Regulating Drugs,young fruit,3972,871,486,,,HERB007034,0
487,肿节风,Zhongjiefeng,"Sarcandrae Herba,Herba Sarcatidrae",all-grass of Glabrous sarcandra,"苦,辛,平","Bitter,Pungent,Calm","心,肝","Heart,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,5399,1087,487,,,HERB007079,0
488,猪苓,Zhuling,"Polyporus,Polyporus Umbellatus","Polyporus grifolia, Umbellate pore-fungus","甘,淡,平","Sweet,Tasteless,Calm","肾,膀胱","Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,sclerotium,7897,883,488,,,HERB007112,0
489,猪牙皂,Zhuyazao,"Gleditsiae Fructus Abnormalis,Fructus Gleditsiae Abnormalis",Chinese Honeylocust Abnormal Fruit,"辛,咸,温,有小毒","Pungent,Salty,Warm,Slightly Toxic","肺,大肠","Lung,Large Intestine",化痰药,Phlegresolving Medicine,,4480,1089,489,,,HERB007127,0
490,竹节参,Zhujieshen,Panacis Japonici Rhizoma,Pacis Japonici Rhizoma,"甘,微苦,温","Sweet,Slightly Bitter,Warm","肝,脾,肺","Liver,Spleen,Lung",补气药,Qi Reinforcing Drugs,,,,490,,,HERB007108,0
491,竹沥,Zhuli,Succus Bambusae,Bamboo juice,"甘,苦,寒","Sweet,Bitter,Cold","心,肝,肺","Heart,Liver,Lung",清热解毒药,Antipyretic Detoxicate Drugs,,7413,882,491,,,HERB007111,0
492,苎麻根,Zhumagen,Radix Boehmeriae,Ramine root ,"甘,寒","Sweet,Cold","肝,心,膀胱","Liver,Heart,Bladder",凉血止血药,Blood-Cooling Hemostatic Medicinal,,3398,884,492,,,HERB007114,0
493,紫草,Zicao,"Radix Arnebiae Seu Lithospermi,Arnebiae Radix",Arnebia Root Gromwell Root,"甘,咸,寒","Sweet,Salty,Cold","心,肝","Heart,Liver",清热凉血药,Heat Clearing Blood Cooling Drugs,root,7958,893,493,,,HERB007160,0
494,紫花地丁,Zihuadiding,"Violae Herba,Herba Violae",Tokyo Violet Herb,"寒,辛,苦","Cold,Pungent,Bitter","肝,心","Liver,Heart",清热解毒药,Antipyretic Detoxicate Drugs,whole herb,6067,895,494,,,HERB007174,0
495,紫花前胡,Zihuaqianhu,Peucedani Decursivi Radix,Peucedanidecursivi Radix,"苦,辛,微寒","Bitter,Pungent,Slightly Cold",肺,Lung,化痰药,Phlegresolving Medicine,,3010,,495,,,HERB007180,0
496,紫苏叶,Zisuye,Perillae Folium,,"辛,温","Pungent,Warm","肺,脾","Lung,Spleen",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,seed,1891,,496,,,HERB007211,0
497,紫苏子,Zisuzi,"Fructus Perillae,Perillae Fructus",Perilia Fruit,"辛,温","Pungent,Warm",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,,1378,1096,497,,,HERB007213,0
498,紫菀,Ziwan,"Asteris Radix Et Rhizoma,Radix Asteris",root of tatarian aster,"辛,苦,温","Pungent,Bitter,Warm",肺,Lung,止咳平喘药,Antitussive Antiasthmetics,root and rhizome,1316,188,498,,,HERB007221,0
499,葛根,Gegen,"Puerariae Lobatae Radix,Radix Puerariae",root of lobed kudzuvine,"甘,辛,凉","Sweet,Pungent,Cool","脾,胃,肺","Spleen,Stomach,Lung",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,tuberoid,6238,271,499,,,HERB001874,0
500,人工牛黄,Rengong Niuhuang,Bovis Calculus Artifactus,,"甘,凉","Sweet,Cool","心,肝","Heart,Liver",平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB004606,0
501,九里香,Jiulixiang,Murrayae Folium Et Cacumen,,"辛,微苦,温,有小毒","Pungent,Slightly Bitter,Warm,Slightly Toxic","肝,胃","Liver,Stomach",理气药,Qi Regulating Drugs,,,,,,,HERB003010,0
502,九香虫,Jiuxiangchong,Aspongopus,,"咸,温","Salty,Warm","肝,脾,肾","Liver,Spleen,Kidney",理气药,Qi Regulating Drugs,,,,,,,HERB003013,0
503,三颗针,Sankezhen,Berberidis Radix,,"苦,寒,有毒","Bitter,Cold,Toxic","肝,胃,大肠","Liver,Stomach,Large Intestine",清热燥湿药,Heat-Clearing And Dampnessdrying Medicinal,,,,,,,HERB004773,0
504,炮姜,Paojiang,Zingiberis Rhizoma Praeparatum,,"辛,热","Pungent,Hot","脾,胃,肾","Spleen,Stomach,Kidney",止血药,Hemostatic Medicinal,,,,,,,HERB004322,0
505,干漆,Gangi,Toxicodendri Resina,,"辛,温,有毒","Pungent,Warm,Toxic","肝,脾","Liver,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB001796,0
506,土木香,Tumuxiang,Inulae Radix,,"辛,苦,温","Pungent,Bitter,Warm","肝,脾","Liver,Spleen",理气药,Qi Regulating Drugs,,,,,,,HERB005574,0
507,土鳖虫（䗪虫）,Tubiechong,Eupolyphaga Steleophaga,,"咸,寒,有小毒","Salty,Cold,Slightly Toxic",肝,Liver,活血疗伤药,Blood-Activating Trauma-Curing Medicinal,,,,,,土鳖虫,,0
508,大叶紫珠,Dayezizhu,Callicarpae Macrophyllae Folium,,"辛,苦,平","Pungent,Bitter,Calm","肝,肺,胃","Liver,Lung,Stomach",收敛止血药,Astringent Hemostatic Medicinal,,,,,,,HERB001158,0
509,大豆黄卷,Dadouhuangjuan,Sojae Semen Germinatum,,"甘,平","Sweet,Calm","脾,胃,肺","Spleen,Stomach,Lung",辛凉解表药,Pungent Cool Diaphoretics,,,,,,,,0
510,大青盐,Daqingyan,Halitum,,"咸,寒","Salty,Cold","心,肾,膀胱","Heart,Kidney,Bladder",清热凉血药,Heat Clearing Blood Cooling Drugs,,,,,,,,0
511,大蓟炭,Dajitan,Cirsii Japonici Herba Carbonisata,,"苦,涩,凉","Bitter,Astringent,Cool","心,肝","Heart,Liver",凉血止血药,Blood-Cooling Hemostatic Medicinal,,,,,,大蓟,,0
512,山麦冬,Shanmaidong,Liriopes Radix,,"甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","心,肺,胃","Heart,Lung,Stomach",补阴药,Yin-Tonifying Medicinal,,,,,,,HERB004909|HERB004910,0
513,山香圆叶,Shanxiangyuanye,Turpiniae Folium,,"苦,寒","Bitter,Cold","肺,肝","Lung,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
514,山银花,Shanyinhua,Lonicerae Flos,,"甘,寒","Sweet,Cold","肺,心,胃","Lung,Heart,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
515,山楂,Shanzha,Crataegi Fructus,,"酸,甘,微温","Sour,Sweet,Slightly Warm","脾,胃,肝","Spleen,Stomach,Liver",消食药,Digestants,,,,,,,HERB004945|HERB005532,0
516,千里光,Qianliguang,Senecionis Scandentis Hebra,,"苦,寒","Bitter,Cold","肺,肝","Lung,Liver",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,HERB004462,0
517,千金子霜,Qianjinzishuang,Euphorbiae Semen Pulveratum,,"辛,温,有毒","Pungent,Warm,Toxic","肝,肾,大肠","Liver,Kidney,Large Intestine",攻下药,Offensive Purgative Medicinal,,,,,,,HERB004461,0
518,川木香,Chuanmuxiang,Ⅴladimiriae Radix,,"辛,苦,温","Pungent,Bitter,Warm","脾,胃,大肠,胆","Spleen,Stomach,Large Intestine,Gallbladder",理气药,Qi Regulating Drugs,,,,,,,HERB000871,0
519,制川乌,Zhichuanwu,Aconiti Radix Cocta,,"辛,苦,热,有毒","Pungent,Bitter,Hot,Toxic","心,肝,肾,脾","Heart,Liver,Kidney,Spleen",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB006985,0
520,广东紫珠,Guangdongzizhu,Callicarpae Caulis Et Folium,,"苦,涩,凉","Bitter,Astringent,Cool","肝,肺,胃","Liver,Lung,Stomach",收涩药,Astringent Medicinal,,,,,,紫珠,,0
521,广金钱草,Guangjinqiancao,Desmodii Styracifolii Herba,,"甘,淡,凉","Sweet,Tasteless,Cool","肝,肾,膀胱","Liver,Kidney,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,,,,,,,HERB002006|HERB002007,0
522,小叶莲,Xiaoyelian,Sinopodophylli Fructus,,"甘,平,有小毒","Sweet,Calm,Slightly Toxic",,,活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,HERB006175,0
523,小驳骨,Xiaobogu,Gendarussae Herba,,"辛,温","Pungent,Warm","肝,肾","Liver,Kidney",活血祛瘀药,Blood Activating Stasis Removing Drugs,,,,,,,,0
524,飞扬草,Feiyangcao,Euphorbiae Hirtae Herba,,"辛,酸,凉,有小毒","Pungent,Sour,Cool,Slightly Toxic","肺,膀胱,大肠","Lung,Bladder,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,,0
525,马钱子粉,Maqianzi Fen,Strychni Semen Pulveratum,,"苦,温,有大毒","Bitter,Warm,Extremely Poisonous","肝,脾","Liver,Spleen",活血化瘀药,Blood-Activating And Stasis-Resolving Medicinal,,,,,,,HERB003680,0
526,制天南星,Zhitiannanxing,Arisaematis Rhizoma Preparatum,,"苦,辛,温,有毒","Bitter,Pungent,Warm,Toxic","肺,肝,脾","Lung,Liver,Spleen",化痰药,Phlegresolving Medicine,,,,,,天南星,,0
527,天麻,Tianma,Gastrodiae Rhizoma,,"甘,平","Sweet,Calm",肝,Liver,平肝熄风药,Liver-Pacifying Wind-Extinguishing Medicinal,,,,,,,HERB005451,0
528,天然冰片（右旋龙脑）,Tianranbingpian,Borneolum,,"辛,苦,凉","Pungent,Bitter,Cool","心,脾,肺","Heart,Spleen,Lung",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,,,,,,天然冰片,,0
529,木芙蓉叶,Mufurongye,Hibisci Mutabilis Folium,,"辛,平","Pungent,Calm","肺,肝","Lung,Liver",清热凉血药,Heat Clearing Blood Cooling Drugs,,,,,,,,0
530,五加皮,Wujiapi,Acanthopanacis Cortex,,"辛,苦,温","Pungent,Bitter,Warm","肝,肾","Liver,Kidney",祛风湿药,Wind-Dampnessdispelling Medicinal,,,,,,,HERB005717,0
531,毛诃子,Maohezi,Terminaliae Belliricae Fructus,,"甘,涩,平","Sweet,Astringent,Calm",,,清热解毒药,Antipyretic Detoxicate Drugs,,,,,,,HERB003787,0
